ticker,date,signal,score,rsi,close,ret_5d,win_5d,ret_10d,win_10d,ret_20d,win_20d,ind_RSI,ind_MACD,ind_EMA_trend,ind_OBV,ind_RSI_div,ind_Bollinger,ind_Volume,ind_Candles,ind_Weekly
MTSS,2025-12-12,ШОРТ,-4,51.7,212.05,-3.027,False,-0.93,False,-0.86,False,0,-1,0,0,-1,0,0,-1,0
MTSS,2025-12-15,ШОРТ,-4,61.1,217.6,0.788,True,3.084,True,0.719,True,0,0,0,0,-1,-1,1,0,0
MTSS,2026-01-18,ШОРТ,-4,71.4,223.4,-1.632,False,-1.744,False,-0.469,False,-1,1,0,0,0,-1,0,-1,0
MTSS,2026-02-19,ШОРТ,-4,66.5,232.75,-0.35,False,0.359,True,2.442,True,0,1,0,0,-1,-1,0,0,0
MTSS,2026-02-20,ШОРТ,-4,69.2,234.75,0.353,True,1.268,True,2.885,True,0,1,0,0,-1,-1,0,0,0
MTSS,2026-02-21,ШОРТ,-5,70.7,236.0,1.558,True,3.275,True,3.275,True,-1,1,0,0,-1,-1,0,0,0
MTSS,2026-02-22,ШОРТ,-5,71.7,236.75,1.47,True,3.837,True,4.027,True,-1,1,0,0,-1,-1,0,0,0
MTSS,2026-03-27,ЛОНГ,5,36.3,222.65,1.444,True,0.678,True,1.151,True,1,0,0,0,0,1,0,0,0
ROSN,2025-07-09,ЛОНГ,5,32.9,410.25,2.833,True,1.809,True,3.575,True,1,0,0,0,0,1,0,0,0
ROSN,2025-10-02,ЛОНГ,5,29.7,408.0,1.176,True,0.279,False,-4.328,False,1,0,0,0,0,0,0,0,0
ROSN,2025-10-05,ЛОНГ,5,28.6,403.05,0.159,False,-1.078,False,-8.669,False,1,0,0,0,0,0,0,0,0
ROSN,2025-10-22,ЛОНГ,5,40.3,401.95,-3.327,False,-0.482,False,-2.289,False,0,1,0,0,1,0,0,0,0
ROSN,2025-10-23,ЛОНГ,6,34.6,389.85,-1.285,False,-1.387,False,-2.816,False,1,-1,0,0,1,1,0,0,0
ROSN,2025-10-24,ЛОНГ,6,34.6,389.8,-2.317,False,1.404,True,-2.779,False,1,0,0,0,1,0,0,0,0
ROSN,2025-10-27,ЛОНГ,8,27.4,370.15,3.812,True,6.581,True,4.893,True,1,0,0,0,1,1,0,0,0
ROSN,2025-10-28,ЛОНГ,5,32.3,376.5,3.951,True,4.906,True,6.431,True,1,0,0,0,1,0,0,0,0
ROSN,2025-10-29,ЛОНГ,5,33.4,377.95,2.737,True,2.869,True,9.18,True,1,0,0,0,1,0,0,0,0
ROSN,2025-10-31,ЛОНГ,5,38.1,382.45,3.601,True,0.455,True,6.733,True,1,0,0,0,1,0,0,0,0
ROSN,2025-11-01,ЛОНГ,5,39.8,384.8,2.462,True,-0.512,False,7.06,True,1,0,0,0,1,0,0,0,0
ROSN,2026-02-11,ЛОНГ,5,38.5,391.25,-0.289,False,1.189,True,14.195,True,1,0,0,0,0,0,1,0,0
ROSN,2026-02-27,ЛОНГ,5,48.6,394.25,10.853,True,24.469,True,25.907,True,0,1,0,0,1,0,1,0,0
SNGSP,2026-01-06,ШОРТ,-4,75.0,43.17,-0.713,False,-0.165,False,-3.327,False,-1,1,0,0,0,-1,0,0,0
SNGSP,2026-01-27,ШОРТ,-5,67.3,43.8,-0.451,False,-1.364,False,2.962,True,0,0,0,0,-1,-1,0,0,0
SNGSP,2026-03-01,ШОРТ,-4,73.8,46.81,-5.003,False,-1.336,False,0.711,True,-1,1,0,0,0,-1,0,-1,0
SIBN,2026-03-23,ШОРТ,-4,55.7,543.95,1.926,True,1.512,True,-0.439,False,0,-1,0,0,-1,0,0,-1,0
MAGN,2025-09-14,ЛОНГ,5,37.1,32.08,-6.166,False,-8.071,False,-15.989,False,1,0,0,0,0,0,0,1,0
MAGN,2025-09-22,ЛОНГ,5,30.0,30.43,-3.405,False,-11.95,False,-13.331,False,1,0,0,0,0,0,1,0,0
MAGN,2025-09-24,ЛОНГ,5,28.8,29.88,-4.484,False,-13.185,False,-15.679,False,1,0,0,0,0,0,0,0,0
MAGN,2025-09-27,ЛОНГ,5,27.6,29.48,-9.029,False,-6.872,False,-5.208,False,1,0,0,0,0,0,0,0,0
MAGN,2025-10-01,ЛОНГ,5,17.0,27.01,-0.385,False,-2.995,False,-2.681,False,1,0,0,0,0,1,0,0,0
MAGN,2025-10-02,ЛОНГ,5,16.6,26.85,2.165,True,-1.764,False,-5.228,False,1,0,0,0,0,0,0,0,0
MAGN,2025-10-03,ЛОНГ,5,14.6,26.16,-0.867,False,-0.429,False,-3.192,False,1,0,0,0,0,1,0,0,0
MAGN,2025-10-04,ЛОНГ,5,14.1,25.93,2.204,True,-3.065,False,-3.758,False,1,0,0,0,0,0,0,0,0
MAGN,2025-10-14,ЛОНГ,5,27.1,25.25,11.857,True,-0.913,False,-1.328,False,1,1,0,0,0,0,0,0,0
MAGN,2025-10-15,ЛОНГ,5,26.4,25.08,8.186,True,-4.084,False,-0.598,False,1,1,0,0,0,0,0,0,0
MAGN,2025-10-22,ЛОНГ,6,38.7,25.84,-2.22,False,-3.337,False,-2.788,False,1,1,0,0,1,0,0,0,0
MAGN,2025-10-23,ЛОНГ,7,36.7,25.45,-0.986,False,-3.265,False,-2.577,False,1,1,0,0,1,0,0,1,0
MAGN,2025-10-24,ЛОНГ,7,34.8,25.07,-1.955,False,-0.619,False,-2.932,False,1,1,0,0,1,0,0,0,0
MAGN,2025-10-27,ЛОНГ,6,30.7,24.12,2.287,True,3.427,True,2.598,True,1,-1,0,0,1,1,0,0,0
MAGN,2025-10-28,ЛОНГ,7,36.1,24.75,0.325,True,1.437,True,2.407,True,1,0,0,0,1,0,0,0,0
MAGN,2025-10-29,ЛОНГ,6,37.7,24.93,-1.341,False,0.04,False,4.503,True,1,0,0,0,1,0,0,0,0
MAGN,2025-10-31,ЛОНГ,6,37.1,24.64,1.16,True,4.083,True,4.285,True,1,0,0,0,1,0,0,0,0
MAGN,2025-11-01,ЛОНГ,6,37.4,24.66,0.912,True,1.721,True,6.979,True,1,0,0,0,1,0,0,0,0
MAGN,2025-11-03,ЛОНГ,9,39.5,24.89,0.906,True,-0.14,False,5.71,True,1,1,0,0,1,0,0,0,0
MAGN,2025-11-05,ЛОНГ,7,38.2,24.68,1.197,True,0.367,True,4.658,True,1,1,0,0,1,0,0,0,0
MAGN,2025-11-06,ЛОНГ,7,38.2,24.68,5.394,True,0.509,True,7.258,True,1,1,0,0,1,0,0,0,0
MAGN,2025-11-07,ЛОНГ,5,40.9,24.93,2.683,True,-2.523,False,6.648,True,0,1,0,0,1,0,0,1,0
MAGN,2026-03-23,ЛОНГ,5,24.2,27.59,-7.446,False,-4.964,False,-2.809,False,1,0,0,0,0,1,0,0,0
MAGN,2026-03-24,ЛОНГ,6,23.4,27.42,-6.174,False,-4.717,False,-4.116,False,1,0,0,0,0,1,0,0,0
MAGN,2026-03-26,ЛОНГ,5,24.2,26.89,-4.945,False,-2.563,False,0.228,False,1,0,0,0,0,1,0,0,0
MAGN,2026-03-28,ЛОНГ,6,19.1,25.56,2.476,True,7.652,True,4.859,True,1,0,0,0,0,1,0,0,0
MAGN,2026-03-30,ЛОНГ,5,22.8,25.82,1.151,True,4.974,True,3.912,True,1,0,0,0,0,0,1,0,0
IRAO,2025-07-09,ЛОНГ,7,34.4,3.12,-0.36,False,2.107,True,-0.649,False,1,1,0,0,1,0,0,0,0
IRAO,2025-07-10,ЛОНГ,7,33.2,3.11,-0.457,False,2.325,True,-0.892,False,1,1,0,0,1,0,0,0,0
IRAO,2025-07-11,ЛОНГ,7,29.0,3.06,1.596,True,3.408,True,0.861,True,1,-1,0,0,1,1,0,0,0
IRAO,2025-07-12,ЛОНГ,7,28.8,3.06,1.647,True,3.2,True,1.189,True,1,0,0,0,1,0,0,0,0
IRAO,2025-07-13,ЛОНГ,9,28.6,3.06,4.273,True,3.582,True,3.895,True,1,0,0,0,1,0,0,1,0
IRAO,2025-07-14,ЛОНГ,5,40.4,3.12,2.271,True,1.356,True,2.014,True,0,0,0,0,1,0,1,1,0
IRAO,2025-07-15,ЛОНГ,7,38.7,3.1,2.59,True,1.848,True,4.719,True,1,1,0,0,1,0,0,0,0
IRAO,2025-07-16,ЛОНГ,5,41.5,3.12,1.58,True,1.484,True,4.74,True,0,1,0,0,1,0,0,1,0
IRAO,2025-09-22,ЛОНГ,5,36.1,3.09,-0.427,False,-3.194,False,-10.783,False,1,0,0,0,0,0,1,0,0
IRAO,2025-10-03,ЛОНГ,5,24.4,2.95,-1.829,False,-8.024,False,-7.193,False,1,0,0,0,0,1,0,0,0
IRAO,2025-10-04,ЛОНГ,6,21.6,2.91,-1.574,False,-10.076,False,-5.799,False,1,0,0,0,0,1,0,0,0
IRAO,2025-10-10,ЛОНГ,5,21.1,2.76,1.013,True,3.729,True,-0.435,False,1,0,0,0,0,1,0,0,0
IRAO,2025-10-11,ЛОНГ,5,22.2,2.77,4.925,True,0.666,True,0.107,False,1,0,0,0,0,1,0,0,0
IRAO,2025-10-14,ЛОНГ,5,15.8,2.62,10.911,True,4.546,True,7.519,True,1,0,0,0,0,1,0,0,0
IRAO,2026-02-28,ЛОНГ,6,29.0,3.21,0.346,True,-1.089,False,-0.481,False,1,0,0,0,0,1,0,0,0
IRAO,2026-03-10,ЛОНГ,5,33.6,3.19,-0.778,False,0.769,True,-0.184,False,1,0,0,0,0,0,1,0,0
IRAO,2026-03-16,ЛОНГ,6,32.9,3.17,0.587,True,-3.003,False,0.272,False,1,0,0,0,1,0,0,0,0
IRAO,2026-03-17,ЛОНГ,8,35.0,3.18,0.334,True,-3.06,False,0.68,True,1,1,0,0,1,0,0,0,0
IRAO,2026-03-18,ЛОНГ,5,40.8,3.2,-0.324,False,-1.568,False,-0.791,False,0,1,0,0,1,0,1,0,0
IRAO,2026-03-23,ЛОНГ,6,39.9,3.19,-3.763,False,-0.763,False,-0.45,False,1,1,0,0,1,0,0,0,0
IRAO,2026-03-26,ЛОНГ,7,36.8,3.16,0.797,True,1.351,True,3.376,True,1,1,0,0,1,0,0,0,0
IRAO,2026-03-28,ЛОНГ,5,31.4,3.09,2.911,True,3.17,True,5.487,True,1,0,0,0,0,1,0,0,0
TATN,2025-07-08,ЛОНГ,7,34.2,621.2,-2.567,False,6.37,True,4.937,True,1,0,0,0,1,1,0,0,0
TATN,2025-07-09,ЛОНГ,7,31.9,614.2,1.442,True,7.735,True,4.548,True,1,0,0,0,1,1,0,0,0
TATN,2025-07-10,ЛОНГ,5,38.0,623.8,0.732,True,6.565,True,3.351,True,1,0,0,0,1,0,0,0,0
TATN,2025-07-11,ЛОНГ,7,32.8,608.1,2.898,True,8.161,True,5.866,True,1,0,0,0,1,1,0,0,0
TATN,2025-09-13,ЛОНГ,7,36.0,641.4,-3.805,False,-2.733,False,-9.818,False,1,0,0,0,1,1,0,0,0
TATN,2025-09-14,ЛОНГ,5,37.3,642.8,-4.321,False,0.251,False,-7.992,False,1,0,0,0,1,0,0,-1,0
TATN,2025-09-15,ЛОНГ,5,36.8,641.9,-3.171,False,0.064,False,-7.17,False,1,0,0,0,1,0,0,0,0
TATN,2025-09-18,ЛОНГ,5,26.8,620.4,0.912,True,1.364,True,-6.406,False,1,0,0,0,0,1,0,0,0
TATN,2025-09-19,ЛОНГ,5,25.4,616.5,4.569,True,-0.508,False,-5.277,False,1,0,0,0,0,1,0,0,0
TATN,2025-09-23,ЛОНГ,5,27.4,610.3,4.29,True,-5.212,False,-5.424,False,1,0,0,0,0,1,0,0,0
TATN,2025-10-03,ЛОНГ,5,26.4,581.8,-0.681,False,-0.423,False,-3.002,False,1,0,0,0,0,1,0,0,0
TATN,2025-10-04,ЛОНГ,6,24.4,572.8,5.91,True,-2.923,False,-3.116,False,1,0,0,0,0,1,0,0,0
TATN,2025-10-27,ЛОНГ,7,31.3,517.1,3.88,True,8.58,True,9.044,True,1,0,0,0,1,1,0,0,0
TATN,2025-10-28,ЛОНГ,8,32.2,519.8,5.372,True,7.478,True,13.911,True,1,0,0,0,1,1,1,0,0
TATN,2025-10-29,ЛОНГ,5,38.0,536.9,1.534,True,4.293,True,17.026,True,1,0,0,0,1,0,0,0,0
TATN,2025-10-31,ЛОНГ,6,37.8,531.9,5.682,True,3.352,True,12.767,True,1,0,0,0,1,0,0,0,0
TATN,2025-11-01,ЛОНГ,5,39.7,537.4,4.315,True,1.807,True,11.357,True,1,0,0,0,1,0,0,0,0
TATN,2026-01-13,ЛОНГ,5,31.9,546.8,1.608,True,2.404,True,2.711,True,1,0,0,0,0,1,0,0,0
TATN,2026-02-11,ЛОНГ,5,32.6,543.7,0.259,False,-0.494,False,14.641,True,1,0,0,0,0,0,1,0,0
TATN,2026-02-24,ЛОНГ,5,34.8,542.5,3.852,True,23.189,True,18.677,True,1,1,0,0,0,0,0,0,0
TATN,2026-02-26,ЛОНГ,7,31.8,539.6,14.088,True,16.494,True,21.473,True,1,1,0,0,1,0,0,0,0
TATN,2026-02-27,ЛОНГ,7,38.6,543.0,11.884,True,18.539,True,18.027,True,1,1,0,0,1,0,1,0,0
TATN,2026-03-27,ШОРТ,-5,74.5,671.4,2.006,True,2.96,True,11.816,True,-1,1,0,0,-1,-1,0,0,0
TATN,2026-03-28,ШОРТ,-5,73.3,670.0,2.112,True,9.121,True,14.52,True,-1,1,0,0,-1,-1,0,0,0
TATN,2026-03-29,ШОРТ,-5,75.5,677.5,4.021,True,6.294,True,14.691,True,-1,1,0,0,-1,-1,0,0,0
TATN,2026-03-30,ШОРТ,-5,76.8,682.5,4.683,True,8.086,True,14.172,True,-1,1,0,0,-1,-1,0,-1,0
NMTP,2025-07-15,ЛОНГ,5,19.3,8.51,1.853,True,0.387,True,1.501,True,1,0,0,0,0,1,0,0,0
NMTP,2025-07-17,ЛОНГ,5,18.2,8.46,1.507,True,1.507,True,5.745,True,1,0,0,0,0,1,0,0,0
NMTP,2025-09-26,ЛОНГ,5,30.8,8.37,-2.645,False,-0.2,False,3.378,True,1,0,0,0,0,1,0,0,0
NMTP,2025-10-01,ЛОНГ,5,25.9,8.21,2.306,True,0.717,True,4.323,True,1,0,0,0,0,0,0,0,0
NMTP,2025-10-27,ЛОНГ,5,37.1,8.09,3.785,True,4.46,True,0.536,True,1,-1,0,0,1,0,0,0,0
NMTP,2025-11-01,ЛОНГ,5,52.3,8.47,0.449,True,-2.323,False,1.156,True,0,1,0,0,1,0,0,0,0
NMTP,2025-11-16,ЛОНГ,5,38.9,8.19,5.647,True,4.002,True,7.534,True,1,0,0,0,0,0,0,1,0
NMTP,2026-01-17,ЛОНГ,5,52.0,8.66,1.472,True,1.934,True,0.377,True,0,1,0,0,1,0,0,0,0
NMTP,2026-03-26,ЛОНГ,5,28.0,8.35,1.397,True,1.16,True,1.515,True,1,0,0,0,0,1,0,0,0
NMTP,2026-03-27,ЛОНГ,6,25.4,8.28,2.398,True,2.217,True,3.486,True,1,0,0,0,0,1,0,0,0
NMTP,2026-03-28,ЛОНГ,5,25.4,8.28,4.562,True,2.874,True,2.995,True,1,0,0,0,0,1,0,0,0
LENT,2025-10-14,ЛОНГ,5,23.4,1604.5,9.865,True,4.26,True,6.366,True,1,0,0,0,0,1,0,0,0
LENT,2025-10-15,ЛОНГ,6,24.9,1610.5,6.843,True,1.6,True,7.433,True,1,0,0,0,0,0,1,0,0
FEES,2025-07-03,ЛОНГ,5,49.4,0.07,-0.291,False,-4.982,False,2.615,True,0,1,0,0,1,0,1,0,0
FEES,2025-07-13,ЛОНГ,5,33.0,0.06,3.201,True,7.778,True,5.553,True,1,0,0,0,0,1,0,0,0
FEES,2025-08-12,ШОРТ,-4,75.1,0.07,2.549,True,3.168,True,1.713,True,-1,1,0,0,0,-1,0,0,0
FEES,2025-10-04,ЛОНГ,5,28.3,0.06,0.6,True,-2.952,False,-0.776,False,1,0,0,0,0,0,0,0,0
FEES,2025-10-05,ЛОНГ,5,32.1,0.06,-2.551,False,-0.422,False,-2.614,False,1,0,0,0,1,0,0,-1,0
FEES,2025-10-06,ЛОНГ,5,38.6,0.06,-3.53,False,1.622,True,-3.185,False,1,0,0,0,1,0,0,0,0
FEES,2025-10-07,ЛОНГ,7,38.9,0.06,-3.167,False,0.05,False,-3.386,False,1,1,0,0,1,0,0,0,0
FEES,2025-10-08,ЛОНГ,6,33.6,0.06,-1.033,False,4.027,True,-0.36,False,1,1,0,0,1,0,0,-1,0
FEES,2025-10-09,ЛОНГ,6,38.0,0.06,-3.724,False,2.816,True,-0.962,False,1,1,0,0,1,0,0,0,0
FEES,2025-10-10,ЛОНГ,7,33.2,0.06,1.98,True,5.721,True,3.964,True,1,1,0,0,1,0,0,0,0
FEES,2025-10-11,ЛОНГ,7,34.7,0.06,5.13,True,2.92,True,3.797,True,1,1,0,0,1,0,0,0,0
FEES,2025-10-12,ЛОНГ,8,36.8,0.06,3.115,True,0.379,True,2.536,True,1,1,0,0,1,0,0,0,0
FEES,2025-10-13,ЛОНГ,7,34.5,0.06,4.902,True,1.253,True,1.544,True,1,1,0,0,1,0,0,0,0
FEES,2025-10-14,ЛОНГ,7,32.3,0.06,6.579,True,2.038,True,4.078,True,1,1,0,0,1,0,0,0,0
FEES,2025-10-15,ЛОНГ,5,42.1,0.06,3.461,True,-2.397,False,0.851,True,0,1,0,0,1,0,1,0,0
FEES,2025-10-27,ЛОНГ,7,37.5,0.06,4.032,True,3.12,True,2.144,True,1,1,0,0,1,0,0,0,0
FEES,2025-12-05,ШОРТ,-4,77.4,0.07,0.024,False,-2.774,False,-0.256,False,-1,1,0,0,0,-1,0,0,0
FEES,2026-01-09,ШОРТ,-4,71.2,0.08,-3.181,False,-0.174,False,-0.965,False,-1,1,0,0,-1,-1,0,0,0
FEES,2026-01-12,ШОРТ,-4,76.5,0.08,0.21,False,3.157,True,1.415,True,-1,1,0,0,-1,-1,1,0,0
FEES,2026-03-20,ЛОНГ,6,39.4,0.07,-3.765,False,1.385,True,-2.322,False,1,0,0,0,1,0,0,0,0
FEES,2026-03-24,ЛОНГ,6,36.2,0.07,-3.085,False,0.343,True,-3.113,False,1,0,0,0,1,0,0,0,0
FEES,2026-03-25,ЛОНГ,6,37.2,0.07,-3.378,False,-0.682,False,-3.662,False,1,0,0,0,1,0,0,0,0
FEES,2026-03-26,ЛОНГ,7,36.6,0.07,2.436,True,-0.739,False,-2.099,False,1,0,0,0,1,0,0,0,0
PHOR,2025-11-01,ЛОНГ,6,38.6,6690.0,0.95,True,-0.185,False,-2.096,False,1,0,0,0,1,0,0,0,0
PHOR,2025-11-03,ЛОНГ,5,41.2,6727.0,0.126,False,-1.756,False,-2.348,False,0,0,0,0,1,0,0,0,0
PHOR,2025-12-05,ЛОНГ,7,39.6,6540.0,-2.002,False,-1.636,False,-1.452,False,1,1,0,0,1,0,0,0,0
PHOR,2025-12-24,ЛОНГ,5,22.2,6162.0,3.322,True,3.176,True,4.798,True,1,0,0,0,0,1,0,0,0
AFLT,2025-07-11,ЛОНГ,5,26.0,59.17,1.744,True,0.189,False,-3.766,False,1,0,0,0,0,1,0,0,0
AFLT,2025-07-12,ЛОНГ,5,27.1,59.33,-3.219,False,-1.128,False,-3.894,False,1,0,0,0,0,1,0,0,0
AFLT,2025-07-13,ЛОНГ,5,24.7,58.37,2.957,True,1.138,True,-2.018,False,1,0,0,0,0,1,0,0,0
AFLT,2025-07-28,ЛОНГ,5,30.8,56.53,0.931,True,15.545,True,11.869,True,1,-1,0,0,1,1,0,-1,0
AFLT,2025-07-29,ЛОНГ,7,34.1,57.07,0.045,False,18.749,True,10.921,True,1,0,0,0,1,0,1,0,0
AFLT,2025-07-30,ЛОНГ,7,33.5,56.88,3.508,True,19.659,True,11.048,True,1,0,0,0,1,0,0,0,0
AFLT,2025-07-31,ЛОНГ,5,34.2,56.98,7.424,True,19.937,True,9.93,True,1,0,0,0,1,0,0,0,0
AFLT,2025-08-01,ЛОНГ,5,34.2,56.98,13.74,True,18.014,True,8.714,True,1,0,0,0,1,0,0,0,0
AFLT,2025-08-04,ЛОНГ,5,35.6,57.18,14.25,True,17.308,True,9.707,True,1,0,0,0,1,0,0,0,0
AFLT,2025-08-05,ЛОНГ,7,35.4,57.13,18.458,True,16.135,True,10.929,True,1,1,0,0,1,0,0,0,0
AFLT,2025-08-06,ЛОНГ,5,47.5,58.91,15.374,True,16.78,True,6.121,True,0,1,0,0,1,0,1,0,0
AFLT,2025-09-16,ЛОНГ,5,40.3,60.13,-6.485,False,-7.782,False,-15.414,False,0,0,0,0,1,0,0,0,0
AFLT,2025-09-18,ЛОНГ,5,39.3,59.54,-6.509,False,-8.908,False,-14.395,False,1,0,0,0,1,0,0,-1,0
AFLT,2025-09-29,ЛОНГ,5,27.0,54.68,-7.86,False,-4.658,False,5.331,True,1,0,0,0,0,0,0,0,0
AFLT,2025-10-04,ЛОНГ,5,17.7,50.49,3.268,True,0.233,False,1.199,True,1,0,0,0,0,0,0,0,0
AFLT,2025-10-09,ЛОНГ,5,38.3,52.39,-3.133,False,10.255,True,-4.333,False,1,1,0,0,0,0,1,0,0
AFLT,2025-10-27,ЛОНГ,5,37.2,50.1,0.758,True,3.532,True,3.432,True,1,-1,0,0,1,0,0,0,0
AFLT,2025-10-28,ЛОНГ,5,40.7,51.03,-0.825,False,2.339,True,2.417,True,0,0,0,0,1,0,0,0,0
AFLT,2025-10-31,ЛОНГ,6,39.2,50.45,2.919,True,1.012,True,9.355,True,1,0,0,0,1,0,0,0,0
AFLT,2025-11-01,ЛОНГ,6,39.2,50.44,2.548,True,0.314,True,12.055,True,1,0,0,0,1,0,0,0,0
AFLT,2025-11-03,ЛОНГ,5,41.0,50.83,2.984,True,-0.259,False,12.084,True,0,0,0,0,1,0,0,0,0
AFLT,2025-11-05,ЛОНГ,5,39.6,50.41,1.364,True,0.394,True,9.424,True,1,0,0,0,1,0,0,-1,0
AFLT,2025-11-06,ЛОНГ,6,39.5,50.36,2.344,True,0.873,True,13.254,True,1,0,0,0,1,0,0,0,0
AFLT,2025-11-07,ЛОНГ,5,46.7,51.8,-2.049,False,-3.706,False,10.376,True,0,0,0,0,1,0,1,1,0
AFLT,2025-11-08,ЛОНГ,5,48.2,52.13,-2.374,False,-0.296,False,10.997,True,0,1,0,0,1,0,0,0,0
AFLT,2025-12-16,ШОРТ,-4,65.4,59.11,-0.707,False,0.171,False,6.234,True,0,0,0,0,-1,-1,1,0,0
AFLT,2026-02-10,ЛОНГ,5,37.3,55.56,1.527,True,0.825,True,-5.399,False,1,0,0,0,0,1,0,0,0
AFLT,2026-02-28,ЛОНГ,6,38.5,55.29,-5.676,False,-7.507,False,-9.81,False,1,0,0,0,1,0,0,0,0
AFLT,2026-03-02,ЛОНГ,5,30.5,54.24,-3.262,False,-5.568,False,-8.852,False,1,0,0,0,0,1,0,0,0
